GAMECODE,GAME_ID,SEASON
20180126/PHISAS,21700722,2017
20180126/NYKPHX,21700723,2017
20180127/OKCDET,21700724,2017
20180127/ORLIND,21700725,2017
20180127/WASATL,21700726,2017
20180127/CHAMIA,21700727,2017
20180127/BOSGSW,21700728,2017
20180127/BKNMIN,21700729,2017
20180127/DALDEN,21700730,2017
20180128/MILCHI,21700731,2017
20180128/PHXHOU,21700732,2017
20180128/LACNOP,21700733,2017
20180128/DETCLE,21700734,2017
20180128/LALTOR,21700735,2017
20180128/PHIOKC,21700736,2017
20180128/SACSAS,21700737,2017
20180129/CHAIND,21700738,2017
20180129/MINATL,21700739,2017
20180129/PHXMEM,21700740,2017
20180129/PHIMIL,21700741,2017
20180129/MIADAL,21700742,2017
20180129/BOSDEN,21700743,2017
20180130/OKCWAS,21700744,2017
20180130/BKNNYK,21700745,2017
20180130/MINTOR,21700746,2017
20180130/CLEDET,21700747,2017
20180130/ORLHOU,21700748,2017
20180130/SACNOP,21700749,2017
20180130/DENSAS,21700750,2017
20180130/GSWUTA,21700751,2017
20180130/PORLAC,21700752,2017
20180131/MEMIND,21700753,2017
20180131/LALORL,21700754,2017
20180131/CHAATL,21700755,2017
20180131/PHIBKN,21700756,2017
20180131/MIACLE,21700757,2017
20180131/NYKBOS,21700758,2017
20180131/CHIPOR,21700759,2017
20180131/DALPHX,21700760,2017
20180201/MEMDET,21700761,2017
20180201/TORWAS,21700762,2017
20180201/MILMIN,21700763,2017
20180201/HOUSAS,21700764,2017
20180201/OKCDEN,21700765,2017
20180202/INDCHA,21700766,2017
20180202/ATLBOS,21700767,2017
20180202/LALBKN,21700768,2017
20180202/PORTOR,21700769,2017
20180202/MIAPHI,21700770,2017
20180202/NYKMIL,21700771,2017
20180202/NOPOKC,21700772,2017
20180202/UTAPHX,21700773,2017
20180202/GSWSAC,21700774,2017
20180203/CHILAC,21700775,2017
20180203/MIADET,21700776,2017
20180203/PHIIND,21700777,2017
20180203/WASORL,21700778,2017
20180203/HOUCLE,21700779,2017
20180203/NOPMIN,21700780,2017
20180203/UTASAS,21700781,2017
20180203/GSWDEN,21700782,2017
20180203/DALSAC,21700783,2017
20180204/PORBOS,21700784,2017
20180204/MILBKN,21700785,2017
20180204/ATLNYK,21700786,2017
20180204/MEMTOR,21700787,2017
20180204/LALOKC,21700788,2017
20180204/CHAPHX,21700789,2017
20180205/PORDET,21700790,2017
20180205/WASIND,21700791,2017
20180205/ORLMIA,21700792,2017
20180205/UTANOP,21700793,2017
20180205/CHADEN,21700794,2017
20180205/CHISAC,21700795,2017
20180205/DALLAC,21700796,2017
20180206/CLEORL,21700797,2017
20180206/BOSTOR,21700798,2017
20180206/MEMATL,21700799,2017
20180206/HOUBKN,21700800,2017
20180206/MILNYK,21700801,2017
20180206/WASPHI,21700802,2017
20180206/OKCGSW,21700803,2017
20180206/PHXLAL,21700804,2017
20180207/BKNDET,21700805,2017
20180207/HOUMIA,21700806,2017
20180207/MINCLE,21700807,2017
20180207/UTAMEM,21700808,2017
20180207/INDNOP,21700809,2017
20180207/SASPHX,21700810,2017
20180208/ATLORL,21700811,2017
20180208/NYKTOR,21700812,2017
20180208/BOSWAS,21700813,2017
20180208/CHAPOR,21700814,2017
20180208/DALGSW,21700815,2017
20180208/OKCLAL,21700816,2017
20180209/LACDET,21700817,2017
20180209/NOPPHI,21700818,2017
20180209/CLEATL,21700819,2017
20180209/INDBOS,21700820,2017
20180209/MILMIA,21700821,2017
20180209/MINCHI,21700822,2017
20180209/DENHOU,21700823,2017
20180209/CHAUTA,21700824,2017
20180209/PORSAC,21700825,2017
20180210/NOPBKN,21700826,2017
20180210/MILORL,21700827,2017
20180210/LACPHI,21700828,2017
20180210/WASCHI,21700829,2017
20180210/LALDAL,21700830,2017
20180210/SASGSW,21700831,2017
20180210/DENPHX,21700832,2017
20180211/TORCHA,21700833,2017
20180211/DETATL,21700834,2017
20180211/CLEBOS,21700835,2017
20180211/NYKIND,21700836,2017
20180211/DALHOU,21700837,2017
20180211/SACMIN,21700838,2017
20180211/MEMOKC,21700839,2017
20180211/UTAPOR,21700840,2017
20180212/NOPDET,21700841,2017
20180212/NYKPHI,21700842,2017
20180212/LACBKN,21700843,2017
20180212/ORLCHI,21700844,2017
20180212/SASUTA,21700845,2017
20180212/PHXGSW,21700846,2017
20180213/MIATOR,21700847,2017
20180213/ATLMIL,21700848,2017
20180213/HOUMIN,21700849,2017
20180213/CLEOKC,21700850,2017
20180213/SACDAL,21700851,2017
20180213/SASDEN,21700852,2017
20180214/ATLDET,21700853,2017
20180214/CHAORL,21700854,2017
20180214/MIAPHI,21700855,2017
20180214/INDBKN,21700856,2017
20180214/WASNYK,21700857,2017
20180214/LACBOS,21700858,2017
20180214/TORCHI,21700859,2017
20180214/SACHOU,21700860,2017
20180214/OKCMEM,21700861,2017
20180214/LALNOP,21700862,2017
20180214/PHXUTA,21700863,2017
20180214/GSWPOR,21700864,2017
20180215/DENMIL,21700865,2017
20180215/LALMIN,21700866,2017
20180222/BKNCHA,21700867,2017
20180222/NYKORL,21700868,2017
20180222/WASCLE,21700869,2017
20180222/PHICHI,21700870,2017
20180222/OKCSAC,21700871,2017
20180222/LACGSW,21700872,2017
20180223/BOSDET,21700873,2017
20180223/ATLIND,21700874,2017
20180223/CHAWAS,21700875,2017
20180223/MILTOR,21700876,2017
20180223/MINHOU,21700877,2017
20180223/CLEMEM,21700878,2017
20180223/MIANOP,21700879,2017
20180223/SASDEN,21700880,2017
20180223/LACPHX,21700881,2017
20180223/PORUTA,21700882,2017
20180223/DALLAL,21700883,2017
20180224/ORLPHI,21700884,2017
20180224/MEMMIA,21700885,2017
20180224/BOSNYK,21700886,2017
20180224/OKCGSW,21700887,2017
20180224/CHIMIN,21700888,2017
20180224/PORPHX,21700889,2017
20180224/DALUTA,21700890,2017
20180224/LALSAC,21700891,2017
20180225/DETCHA,21700892,2017
20180225/NOPMIL,21700893,2017
20180225/SASCLE,21700894,2017
20180225/PHIWAS,21700895,2017
20180225/HOUDEN,21700896,2017
20180226/LALATL,21700897,2017
20180226/MEMBOS,21700898,2017
20180226/CHIBKN,21700899,2017
20180226/GSWNYK,21700900,2017
20180226/DETTOR,21700901,2017
20180226/PHXNOP,21700902,2017
20180226/ORLOKC,21700903,2017
20180226/INDDAL,21700904,2017
20180226/HOUUTA,21700905,2017
20180226/MINSAC,21700906,2017
20180227/CHICHA,21700907,2017
20180227/BKNCLE,21700908,2017
20180227/PHIMIA,21700909,2017
20180227/WASMIL,21700910,2017
20180227/SACPOR,21700911,2017
20180227/LACDEN,21700912,2017
20180228/MILDET,21700913,2017
20180228/TORORL,21700914,2017
20180228/INDATL,21700915,2017
20180228/CHABOS,21700916,2017
20180228/GSWWAS,21700917,2017
20180228/PHXMEM,21700918,2017
20180228/OKCDAL,21700919,2017
20180228/NOPSAS,21700920,2017
20180228/HOULAC,21700921,2017
20180301/LALMIA,21700922,2017
20180301/PHICLE,21700923,2017
20180301/BKNSAC,21700924,2017
20180301/MINPOR,21700925,2017
20180302/DETORL,21700926,2017
20180302/CHAPHI,21700927,2017
20180302/GSWATL,21700928,2017
20180302/TORWAS,21700929,2017
20180302/DALCHI,21700930,2017
20180302/DENMEM,21700931,2017
20180302/INDMIL,21700932,2017
20180302/OKCPHX,21700933,2017
20180302/MINUTA,21700934,2017
20180302/NYKLAC,21700935,2017
20180303/MEMORL,21700936,2017
20180303/DENCLE,21700937,2017
20180303/DETMIA,21700938,2017
20180303/BOSHOU,21700939,2017
20180303/LALSAS,21700940,2017
20180303/OKCPOR,21700941,2017
20180303/UTASAC,21700942,2017
20180304/PHXATL,21700943,2017
20180304/CHATOR,21700944,2017
20180304/INDWAS,21700945,2017
20180304/NOPDAL,21700946,2017
20180304/PHIMIL,21700947,2017
20180304/BKNLAC,21700948,2017
20180304/NYKSAC,21700949,2017
20180305/DETCLE,21700950,2017
20180305/MILIND,21700951,2017
20180305/PHXMIA,21700952,2017
20180305/BOSCHI,21700953,2017
20180305/MEMSAS,21700954,2017
20180305/ORLUTA,21700955,2017
20180305/PORLAL,21700956,2017
20180306/PHICHA,21700957,2017
20180306/ATLTOR,21700958,2017
20180306/MIAWAS,21700959,2017
20180306/HOUOKC,21700960,2017
20180306/DENDAL,21700961,2017
20180306/NYKPOR,21700962,2017
20180306/BKNGSW,21700963,2017
20180306/NOPLAC,21700964,2017
20180307/UTAIND,21700965,2017
20180307/TORDET,21700966,2017
20180307/MEMCHI,21700967,2017
20180307/HOUMIL,21700968,2017
20180307/NOPSAC,21700969,2017
20180307/CLEDEN,21700970,2017
20180307/ORLLAL,21700971,2017
20180308/BKNCHA,21700972,2017
20180308/PHIMIA,21700973,2017
20180308/BOSMIN,21700974,2017
20180308/PHXOKC,21700975,2017
20180308/SASGSW,21700976,2017
20180309/CHIDET,21700977,2017
20180309/ATLIND,21700978,2017
20180309/HOUTOR,21700979,2017
20180309/UTAMEM,21700980,2017
20180309/NYKMIL,21700981,2017
20180309/WASNOP,21700982,2017
20180309/LALDEN,21700983,2017
20180309/GSWPOR,21700984,2017
20180309/ORLSAC,21700985,2017
20180309/CLELAC,21700986,2017
20180310/PHXCHA,21700987,2017
20180310/WASMIA,21700988,2017
20180310/MEMDAL,21700989,2017
20180310/SASOKC,21700990,2017
20180310/ORLLAC,21700991,2017
20180311/TORNYK,21700992,2017
20180311/CHIATL,21700993,2017
20180311/GSWMIN,21700994,2017
20180311/UTANOP,21700995,2017
20180311/SACDEN,21700996,2017
20180311/HOUDAL,21700997,2017
20180311/INDBOS,21700998,2017
20180311/PHIBKN,21700999,2017
20180311/CLELAL,21701000,2017
20180312/SASHOU,21701001,2017
20180312/MILMEM,21701002,2017
20180312/SACOKC,21701003,2017
20180312/MIAPOR,21701004,2017
20180313/INDPHI,21701005,2017
20180313/MINWAS,21701006,2017
20180313/OKCATL,21701007,2017
20180313/TORBKN,21701008,2017
20180313/DALNYK,21701009,2017
20180313/LACCHI,21701010,2017
20180313/CHANOP,21701011,2017
20180313/ORLSAS,21701012,2017
20180313/DETUTA,21701013,2017
20180313/CLEPHX,21701014,2017
20180313/DENLAL,21701015,2017
20180314/MILORL,21701016,2017
20180314/WASBOS,21701017,2017
20180314/MIASAC,21701018,2017
20180314/LALGSW,21701019,2017
20180315/TORIND,21701020,2017
20180315/CHAATL,21701021,2017
20180315/PHINYK,21701022,2017
20180315/LACHOU,21701023,2017
20180315/CHIMEM,21701024,2017
20180315/NOPSAS,21701025,2017
20180315/DETDEN,21701026,2017
20180315/PHXUTA,21701027,2017
20180315/CLEPOR,21701028,2017
20180316/BOSORL,21701029,2017
20180316/BKNPHI,21701030,2017
20180316/DALTOR,21701031,2017
20180316/LACOKC,21701032,2017
20180316/SACGSW,21701033,2017
20180316/MIALAL,21701034,2017
20180317/ATLMIL,21701041,2017
20180317/INDWAS,21701035,2017
20180317/HOUNOP,21701036,2017
20180317/DALBKN,21701037,2017
20180317/CHANYK,21701038,2017
20180317/CLECHI,21701039,2017
20180317/DENMEM,21701040,2017
20180317/MINSAS,21701042,2017
20180317/SACUTA,21701043,2017
20180317/GSWPHX,21701044,2017
20180317/DETPOR,21701045,2017
20180318/OKCTOR,21701046,2017
20180318/BOSNOP,21701047,2017
20180318/HOUMIN,21701048,2017
20180318/PORLAC,21701049,2017
20180319/MILCLE,21701050,2017
20180319/LALIND,21701051,2017
20180319/CHAPHI,21701052,2017
20180319/MEMBKN,21701053,2017
20180319/DENMIA,21701054,2017
20180319/CHINYK,21701055,2017
20180319/GSWSAS,21701056,2017
20180319/DETSAC,21701057,2017
20180320/TORORL,21701058,2017
20180320/OKCBOS,21701059,2017
20180320/LACMIN,21701060,2017
20180320/DALNOP,21701061,2017
20180320/ATLUTA,21701062,2017
20180320/DETPHX,21701063,2017
20180320/HOUPOR,21701064,2017
20180321/TORCLE,21701065,2017
20180321/MEMPHI,21701066,2017
20180321/CHABKN,21701067,2017
20180321/NYKMIA,21701068,2017
20180321/DENCHI,21701069,2017
20180321/LACMIL,21701070,2017
20180321/WASSAS,21701071,2017
20180322/MEMCHA,21701072,2017
20180322/PHIORL,21701073,2017
20180322/DETHOU,21701074,2017
20180322/LALNOP,21701075,2017
20180322/UTADAL,21701076,2017
20180322/ATLSAC,21701077,2017
20180323/LACIND,21701078,2017
20180323/DENWAS,21701079,2017
20180323/PHXCLE,21701080,2017
20180323/MINNYK,21701081,2017
20180323/BKNTOR,21701082,2017
20180323/MILCHI,21701083,2017
20180323/MIAOKC,21701084,2017
20180323/UTASAS,21701085,2017
20180323/BOSPOR,21701086,2017
20180323/ATLGSW,21701087,2017
20180324/MINPHI,21701088,2017
20180324/CHIDET,21701089,2017
20180324/PHXORL,21701090,2017
20180324/NOPHOU,21701091,2017
20180324/LALMEM,21701092,2017
20180324/CHADAL,21701093,2017
20180325/CLEBKN,21701094,2017
20180325/SASMIL,21701095,2017
20180325/MIAIND,21701096,2017
20180325/LACTOR,21701097,2017
20180325/NYKWAS,21701098,2017
20180325/BOSSAC,21701099,2017
20180325/POROKC,21701100,2017
20180325/ATLHOU,21701101,2017
20180325/UTAGSW,21701102,2017
20180326/NYKCHA,21701103,2017
20180326/LALDET,21701104,2017
20180326/DENPHI,21701105,2017
20180326/MEMMIN,21701106,2017
20180326/BOSPHX,21701107,2017
20180327/SASWAS,21701108,2017
20180327/DENTOR,21701109,2017
20180327/CLEMIA,21701110,2017
20180327/CHIHOU,21701111,2017
20180327/PORNOP,21701112,2017
20180327/DALSAC,21701113,2017
20180327/INDGSW,21701114,2017
20180327/MILLAC,21701115,2017
20180328/CLECHA,21701116,2017
20180328/BKNORL,21701117,2017
20180328/NYKPHI,21701118,2017
20180328/PORMEM,21701119,2017
20180328/ATLMIN,21701120,2017
20180328/BOSUTA,21701121,2017
20180328/LACPHX,21701122,2017
20180328/DALLAL,21701123,2017
20180329/WASDET,21701124,2017
20180329/CHIMIA,21701125,2017
20180329/OKCSAS,21701126,2017
20180329/INDSAC,21701127,2017
20180329/MILGSW,21701128,2017
20180330/CHIORL,21701129,2017
20180330/PHIATL,21701130,2017
20180330/NOPCLE,21701131,2017
20180330/PHXHOU,21701132,2017
20180330/DENOKC,21701133,2017
20180330/MINDAL,21701134,2017
20180330/MEMUTA,21701135,2017
20180330/MILLAL,21701136,2017
20180330/LACPOR,21701137,2017
20180331/CHAWAS,21701138,2017
20180331/DETNYK,21701139,2017
20180331/TORBOS,21701140,2017
20180331/BKNMIA,21701141,2017
20180331/GSWSAC,21701142,2017
20180401/PHICHA,21701143,2017
20180401/WASCHI,21701144,2017
20180401/HOUSAS,21701145,2017
20180401/INDLAC,21701146,2017
20180401/ORLATL,21701147,2017
20180401/DETBKN,21701148,2017
20180401/DALCLE,21701149,2017
20180401/OKCNOP,21701150,2017
20180401/UTAMIN,21701151,2017
20180401/MILDEN,21701152,2017
20180401/PHXGSW,21701153,2017
20180401/MEMPOR,21701154,2017
20180401/SACLAL,21701155,2017
20180403/TORCLE,21701156,2017
20180403/BKNPHI,21701157,2017
20180403/ATLMIA,21701158,2017
20180403/ORLNYK,21701159,2017
20180403/CHACHI,21701160,2017
20180403/WASHOU,21701161,2017
20180403/BOSMIL,21701162,2017
20180403/GSWOKC,21701163,2017
20180403/PORDAL,21701164,2017
20180403/INDDEN,21701165,2017
20180403/LALUTA,21701166,2017
20180403/SACPHX,21701167,2017
20180403/SASLAC,21701168,2017
20180404/PHIDET,21701169,2017
20180404/DALORL,21701170,2017
20180404/BOSTOR,21701171,2017
20180404/MIAATL,21701172,2017
20180404/MEMNOP,21701173,2017
20180404/SASLAL,21701174,2017
20180405/GSWIND,21701175,2017
20180405/WASCLE,21701176,2017
20180405/PORHOU,21701177,2017
20180405/BKNMIL,21701178,2017
20180405/LACUTA,21701179,2017
20180405/MINDEN,21701180,2017
20180406/DALDET,21701181,2017
20180406/CHAORL,21701182,2017
20180406/CLEPHI,21701183,2017
20180406/ATLWAS,21701184,2017
20180406/CHIBOS,21701185,2017
20180406/MIANYK,21701186,2017
20180406/INDTOR,21701187,2017
20180406/SACMEM,21701188,2017
20180406/NOPPHX,21701189,2017
20180406/MINLAL,21701190,2017
20180407/DENLAC,21701191,2017
20180407/MILNYK,21701192,2017
20180407/BKNCHI,21701193,2017
20180407/OKCHOU,21701194,2017
20180407/NOPGSW,21701195,2017
20180407/PORSAS,21701196,2017
20180408/INDCHA,21701197,2017
20180408/DALPHI,21701198,2017
20180408/DETMEM,21701199,2017
20180408/ORLTOR,21701200,2017
20180408/UTALAL,21701201,2017
20180408/ATLBOS,21701202,2017
20180408/GSWPHX,21701203,2017
20180409/TORDET,21701204,2017
20180409/CHIBKN,21701205,2017
20180409/OKCMIA,21701206,2017
20180409/CLENYK,21701207,2017
20180409/ORLMIL,21701208,2017
20180409/MEMMIN,21701209,2017
20180409/SACSAS,21701210,2017
20180409/PORDEN,21701211,2017
20180409/NOPLAC,21701212,2017
20180410/CHAIND,21701213,2017
20180410/PHIATL,21701214,2017
20180410/BOSWAS,21701215,2017
20180410/PHXDAL,21701216,2017
20180410/GSWUTA,21701217,2017
20180410/HOULAL,21701218,2017
20180411/BKNBOS,21701219,2017
20180411/NYKCLE,21701220,2017
20180411/TORMIA,21701221,2017
20180411/WASORL,21701222,2017
20180411/MILPHI,21701223,2017
20180411/DETCHI,21701224,2017
20180411/DENMIN,21701225,2017
20180411/SASNOP,21701226,2017
20180411/MEMOKC,21701227,2017
20180411/LALLAC,21701228,2017
20180411/UTAPOR,21701229,2017
20180411/HOUSAC,21701230,2017
